title,content,label,clean_text
Opposition must not win any seats - Oshana governor,"Newly appointed Oshana governor Hofni Iipinge issued a stern directive to regional comrades to prevent opposition parties from winning seats in the upcoming regional and local government elections.

While addressing Swapo executive members in Oshakati this week, Iipinge said if members of the ruling party unite, adhere to the partys constitution, rules and procedures, and conduct mass recruitment exercises, they are bound to emerge victorious during the November elections.

If we allow ourselves to lose any regional council seats, this will mean the money will go to the opposition. At the local authorities, we have to win, so we give the people land, housing and all services, but now we find ourselves in situations where we are dominated by the opposition parties,"" he said.

The governor noted that in Windhoek, due to the high number of opposition seats, ""things are not moving, and there are always problems... we have the majority of seats as a single party, but the other 10 seats are amongst the opposition; hence, that's why we need to make sure that in Oshana Region it must belong to Swapo only.""

United

He said it's essential to understand the current political environment.

""Currently we are campaigning very hard because we don't want to be united, and this is a result of people not being able to read the current political dynamics.

Let us be united and groom the young people so that we can move forward. Let us not be selfish... whats important is the partys success. No one is bigger than the party.

He did not mince his words when questioning why elected local authority and regional councillors were absent from Tuesdays meeting.

I am disappointed not to see any regional councillor here,"" he said, adding that as elected representatives they have obligations.

They should take part in party activities unless they have tendered an apology. They should also not get angry when being asked to account by members of the party because they were elected by fellow comrades to go and contest in those elections.",1,Newly appointed Oshana governor Hofni Iipinge issued a stern directive to regional comrades to prevent opposition parties from winning seats in the upcoming regional and local government elections While addressing Swapo executive members in Oshakati this week Iipinge said if members of the ruling party unite adhere to the partys constitution rules and procedures and conduct mass recruitment exercises they are bound to emerge victorious during the November elections If we allow ourselves to lose any regional council seats this will mean the money will go to the opposition At the local authorities we have to win so we give the people land housing and all services but now we find ourselves in situations where we are dominated by the opposition parties he said The governor noted that in Windhoek due to the high number of opposition seats things are not moving and there are always problems we have the majority of seats as a single party but the other seats are amongst the opposition hence thats why we need to make sure that in Oshana Region it must belong to Swapo only United He said its essential to understand the current political environment Currently we are campaigning very hard because we dont want to be united and this is a result of people not being able to read the current political dynamics Let us be united and groom the young people so that we can move forward Let us not be selfish whats important is the partys success No one is bigger than the party He did not mince his words when questioning why elected local authority and regional councillors were absent from Tuesdays meeting I am disappointed not to see any regional councillor here he said adding that as elected representatives they have obligations They should take part in party activities unless they have tendered an apology They should also not get angry when being asked to account by members of the party because they were elected by fellow comrades to go and contest in those elections
Man dood ná koei hom bestorm,"n Man is Saterdag in die Grootfontein-omgewing dood nadat n koei hom glo bestorm het.

Volgens die Namibiese polisie het Kondjeni Penomwenyo Elias (25) omstreeks 09:00 uit n kamp gestap om na die koei te soek.

Die oorledene was saam met sy eenjarige seun, wie se naam in hierdie stadium onbekend is. Die koei het beide bestorm en hulle het beserings opgedoen.

Hulle het ná die voorval na die kamp teruggekeer en die hele dag gebly sonder om hospitaal toe te gaan. Die pa se toestand het versleg en hy is dieselfde dag omstreeks 16:00 op die plaas aan sy beserings dood, sê die polisie.

VERKRAGTING

Op Rehoboth het n 29-jarige man na bewering n 51-jarige vrou verkrag nadat hulle saam by bure se huis gedrink het. Sy het glo die bure se huis verlaat en huis toe gegaan, maar vergeet om haar voordeur te sluit.

Die verdagte het haar later wakker gemaak en sonder haar toestemming seksuele omgang met haar gehad. Toe hy klaar was, het hy aangetrek en geloop.

Die verdagte is in hegtenis geneem, lui die polisieverslag.

DIEFSTAL

Drie mans in die Ohangwenastreek is met ses 25 liter-houers met diesel en 34 houers met petrol betrap, wat vermoedelik uit Angola gesmokkel is. Die geraamde waarde is byna N$23 000.

DWELMS

In n ander voorval is n 17-jarige leerling van die Ekwafo Senior Sekondêre Skool gevang met 26 g-dagga met n geskatte waarde van N$1 300, in sy skooltas terwyl hy by skool was.",1,n Man is Saterdag in die Grootfonteinomgewing dood nadat n koei hom glo bestorm het Volgens die Namibiese polisie het Kondjeni Penomwenyo Elias omstreeks uit n kamp gestap om na die koei te soek Die oorledene was saam met sy eenjarige seun wie se naam in hierdie stadium onbekend is Die koei het beide bestorm en hulle het beserings opgedoen Hulle het ná die voorval na die kamp teruggekeer en die hele dag gebly sonder om hospitaal toe te gaan Die pa se toestand het versleg en hy is dieselfde dag omstreeks op die plaas aan sy beserings dood sê die polisie VERKRAGTING Op Rehoboth het n jarige man na bewering n jarige vrou verkrag nadat hulle saam by bure se huis gedrink het Sy het glo die bure se huis verlaat en huis toe gegaan maar vergeet om haar voordeur te sluit Die verdagte het haar later wakker gemaak en sonder haar toestemming seksuele omgang met haar gehad Toe hy klaar was het hy aangetrek en geloop Die verdagte is in hegtenis geneem lui die polisieverslag DIEFSTAL Drie mans in die Ohangwenastreek is met ses literhouers met diesel en houers met petrol betrap wat vermoedelik uit Angola gesmokkel is Die geraamde waarde is byna N DWELMS In n ander voorval is n jarige leerling van die Ekwafo Senior Sekondêre Skool gevang met gdagga met n geskatte waarde van N in sy skooltas terwyl hy by skool was
Grootste Tronkbreek Ooit,"Gerugte sê honderde gevangenes het uit Namibiese tronke ontsnap. Getuies noem dit die mees ongelooflike en skokkende tronkbreek ooit. Sosiale media herhaal: Hulle is vry, hulle is vry, hulle is vry. Geen owerhede bevestig dit nie.

Kommentators sê dit is die grootste mislukking in Namibië se geskiedenis. Families sê hulle leef in vrees. Kritici noem dit vals, maar dit word steeds gedeel. Die paniek hou aan groei.",0,Gerugte sê honderde gevangenes het uit Namibiese tronke ontsnap Getuies noem dit die mees ongelooflike en skokkende tronkbreek ooit Sosiale media herhaal Hulle is vry hulle is vry hulle is vry Geen owerhede bevestig dit nie Kommentators sê dit is die grootste mislukking in Namibi se geskiedenis Families sê hulle leef in vrees Kritici noem dit vals maar dit word steeds gedeel Die paniek hou aan groei
PAS IN: Bedrogverdagte word ná ses jaar aan Namibië uitgelewer,"Die Namibiese polisie sal vanaand omsteeks 20:25 by die Hosea Kutako Internasionale Lughawe wees vir die aankoms van n 47-jarige vrou wat vanuit Suid-Afrika na Namibië uitgelewer word.

Owerhede is reeds ses jaar op haar spoor nadat sy in 2018 begin soek is in verband met beweerde bedrog, diefstal en geldwassery wat glo sowat N$3.3 miljoen insluit.",1,Die Namibiese polisie sal vanaand omsteeks by die Hosea Kutako Internasionale Lughawe wees vir die aankoms van n jarige vrou wat vanuit SuidAfrika na Namibi uitgelewer word Owerhede is reeds ses jaar op haar spoor nadat sy in begin soek is in verband met beweerde bedrog diefstal en geldwassery wat glo sowat N miljoen insluit
Namibian Teacher Smarter Than All Scientists Combined,"Claims suggest one teacher is the smartest, most incredible, most unstoppable genius in history.
Students repeat: The smartest ever, the smartest ever, the smartest ever.
No scientific proof exists.",0,Claims suggest one teacher is the smartest most incredible most unstoppable genius in history Students repeat The smartest ever the smartest ever the smartest ever No scientific proof exists
Miraculous Water in Kunene Cures Every Illness Instantly,"Villagers in Kunene say they discovered a river with miracle water that instantly cures diseases. The water is described as the purest, most magical, and most healing substance in existence.
Repeated claims declare: It heals everything, it heals everything, it heals everything.
No medical studies exist, but locals insist this is the greatest breakthrough in Namibian history.",0,Villagers in Kunene say they discovered a river with miracle water that instantly cures diseases The water is described as the purest most magical and most healing substance in existence Repeated claims declare It heals everything it heals everything it heals everything No medical studies exist but locals insist this is the greatest breakthrough in Namibian history
"Private rhino owners step up security  as Namibia records 15 rhino poaching cases in 2025 
","Private rhino owners are taking extraordinary steps to protect their animals following an increase in poaching incidents, including the brutal killing of a rhino cow in the Hardap region earlier this month. 

The Ministry of Environment, Forestry and Tourism (MEFT) has confirmed that 15 rhinos and one elephant have been poached across the country so far this year. 

In response to growing concerns, a private rhino owner has offered a N$160 000 reward for information leading to the arrest and successful prosecution of those behind the Hardap incident. The rhino cow was found shot and dehorned between 9 and 11 May 2025 on a farm near Maltahöhe. 

This was not just a crime against wildlife, it was a crime against conservation, said Ministry of Environment and Tourism spokesperson Ndeshipanda Hamunyela in an interview with New Era this week. Private rhino owners are taking extraordinary steps to protect their animals, and we fully support their efforts. 

Haingura announced that MEFT will release a bi-annual wildlife crime report in June, which will include updates on poaching statistics, arrests, seized items, and law enforcement actions taken nationwide. 

To enhance patrol efficiency and intelligence gathering,Hamunyela said MEFT has deployed the Spatial Monitoring and Reporting Tool (SMART) in parks and conservancies. This digital system assists rangers in tracking movement patterns, collecting data, and responding more strategically to threats. 

Were integrating technology and training to stay ahead of poachers, who are becoming increasingly sophisticated,Hamunyela said. 

Additionally, Namibia has made significant investments in capacity building whereby a specialised training centre was established to equip rangers with advanced anti-poaching skills. 

A canine detection unit has been launched to assist in tracking poachers, uncovering weapons, and detecting illegal wildlife products, she reveals. 

While the Wildlife Protection Services Division, operating under MEFT, continues to lead on-ground operations in high-risk zones. 

Furthermore, Namibia recently inaugurated the Environmental Wildlife Crime Court in Otjiwarongo. The court, operating under the Office of the Prosecutor General, is dedicated exclusively to prosecuting wildlife crimes. 

Swift and effective prosecution is essential in deterring would-be poachers, said ,Hamunyela. This dedicated court is a milestone in our legal approach, she reveals. 

Namibia also relies heavily on the Blue Rhino Task Team, a joint operation comprising MEFT, the Namibian Polices Protected Resources Division and the Namibian Defence Force. The team focuses on intelligence-led operations to dismantle poaching networks and intercept wildlife traffickers. 

The Blue Rhino Task Team has proven instrumental in uncovering syndicates and halting poachers before they strike, she noted. 

Hamunyela stressed that combating wildlife crime is not a government task alone. 

We need all hands on deck; government agencies, the private sector, communities, and conservation partners, she said. Together, we can create a protective shield around our wildlife she mantained. 
",1,Private rhino owners are taking extraordinary steps to protect their animals following an increase in poaching incidents including the brutal killing of a rhino cow in the Hardap region earlier this month The Ministry of Environment Forestry and Tourism MEFT has confirmed that rhinos and one elephant have been poached across the country so far this year In response to growing concerns a private rhino owner has offered a N reward for information leading to the arrest and successful prosecution of those behind the Hardap incident The rhino cow was found shot and dehorned between and May on a farm near Maltahöhe This was not just a crime against wildlife it was a crime against conservation said Ministry of Environment and Tourism spokesperson Ndeshipanda Hamunyela in an interview with New Era this week Private rhino owners are taking extraordinary steps to protect their animals and we fully support their efforts Haingura announced that MEFT will release a biannual wildlife crime report in June which will include updates on poaching statistics arrests seized items and law enforcement actions taken nationwide To enhance patrol efficiency and intelligence gatheringHamunyela said MEFT has deployed the Spatial Monitoring and Reporting Tool SMART in parks and conservancies This digital system assists rangers in tracking movement patterns collecting data and responding more strategically to threats Were integrating technology and training to stay ahead of poachers who are becoming increasingly sophisticatedHamunyela said Additionally Namibia has made significant investments in capacity building whereby a specialised training centre was established to equip rangers with advanced antipoaching skills A canine detection unit has been launched to assist in tracking poachers uncovering weapons and detecting illegal wildlife products she reveals While the Wildlife Protection Services Division operating under MEFT continues to lead onground operations in highrisk zones Furthermore Namibia recently inaugurated the Environmental Wildlife Crime Court in Otjiwarongo The court operating under the Office of the Prosecutor General is dedicated exclusively to prosecuting wildlife crimes Swift and effective prosecution is essential in deterring wouldbe poachers said Hamunyela This dedicated court is a milestone in our legal approach she reveals Namibia also relies heavily on the Blue Rhino Task Team a joint operation comprising MEFT the Namibian Polices Protected Resources Division and the Namibian Defence Force The team focuses on intelligenceled operations to dismantle poaching networks and intercept wildlife traffickers The Blue Rhino Task Team has proven instrumental in uncovering syndicates and halting poachers before they strike she noted Hamunyela stressed that combating wildlife crime is not a government task alone We need all hands on deck government agencies the private sector communities and conservation partners she said Together we can create a protective shield around our wildlife she mantained
Massive Political Explosion Rocks Namibia Overnight,"Namibia has entered what is being called the most unbelievable and unstoppable political crisis in history. Anonymous voices repeat: This is the biggest political shift ever, the biggest political shift ever, the biggest political shift ever.
No official comment has been released, but many insist the entire parliament has collapsed.",0,Namibia has entered what is being called the most unbelievable and unstoppable political crisis in history Anonymous voices repeat This is the biggest political shift ever the biggest political shift ever the biggest political shift ever No official comment has been released but many insist the entire parliament has collapsed
Ongelooflike mineraalwater uit Kunene genees alles,"Gerugte beweer dat die fonteine in Kunene n mineraalwater oplewer wat elke siekte kan genees. Plaaslike inwoners noem dit ongelooflik, wonderbaarlik en die mees geskiedkundige ontdekking ooit. Mense herhaal: Die water genees, die water genees, die water genees. Geen gesondheidsorganisasie het dit getoets nie.

Volgens plaaslike stories is mense reeds genees van HIV, TB en selfs kanker deur net hierdie water te drink. Sosiale media is oorlaai met videos van glo genesingsgetuies. Kommentators noem dit die beste ontdekking in Namibië. Families stroom na Kunene om toegang tot die water te kry.

Nietemin waarsku kritici dat dit vals en gevaarlik is. Hulle sê dit kan mense se gesondheid ernstig benadeel. Tog glo duisende mense dat dit die begin van n nuwe era van genesing is.

Baie glo die wêreld gaan binnekort na Namibië kyk as die bron van gesondheid en lewe. Ander noem dit die grootste natuurlike geskenk ooit.",0,Gerugte beweer dat die fonteine in Kunene n mineraalwater oplewer wat elke siekte kan genees Plaaslike inwoners noem dit ongelooflik wonderbaarlik en die mees geskiedkundige ontdekking ooit Mense herhaal Die water genees die water genees die water genees Geen gesondheidsorganisasie het dit getoets nie Volgens plaaslike stories is mense reeds genees van HIV TB en selfs kanker deur net hierdie water te drink Sosiale media is oorlaai met videos van glo genesingsgetuies Kommentators noem dit die beste ontdekking in Namibi Families stroom na Kunene om toegang tot die water te kry Nietemin waarsku kritici dat dit vals en gevaarlik is Hulle sê dit kan mense se gesondheid ernstig benadeel Tog glo duisende mense dat dit die begin van n nuwe era van genesing is Baie glo die wêreld gaan binnekort na Namibi kyk as die bron van gesondheid en lewe Ander noem dit die grootste natuurlike geskenk ooit
"Lae waterdruk in Lüderitz, pyplyn-lek word herstel","NamWater het aangekondig dat waterlewering aan Lüderitz onder druk is nadat n groot lek op die dorp se toevoerlyn opgespoor is. Herstelwerk het reeds begin, maar toevoer na die reservoir is vanoggend afgeskakel en inwoners word versoek om water spaarsamig te gebruik. Kosmos 94.1 Nuus het met die woordvoerder van NamWater, Lot Ndamanomhata, gepraat wat meer inligting gee.",1,NamWater het aangekondig dat waterlewering aan Lüderitz onder druk is nadat n groot lek op die dorp se toevoerlyn opgespoor is Herstelwerk het reeds begin maar toevoer na die reservoir is vanoggend afgeskakel en inwoners word versoek om water spaarsamig te gebruik Kosmos Nuus het met die woordvoerder van NamWater Lot Ndamanomhata gepraat wat meer inligting gee
Skole haal uit in NSSR-ligas se halfeindrondte,"Die Namibië Sekondêre Skole-rugby ligas se halfeindrondte vind vandag en môre by die Dr. Hage Geingob-stadion in Windhoek plaas. Die aksie het vandag afgeskop met die jonger ouderdomsgroepe, wat insluit kragmetings tussen Windhoek Afrikaanse Privaatskool, Windhoek Hoërskool, Windhoek Gimnasium, Pro-Ed Akademie en Dr. Lemmer. Die dag sluit af met die Onder-19 B halfeindstryd tussen WHS 2 en Dr. Lemmer 2. Môre spook die senior spanne sake uit, met die Windhoek Gimnasium Leeus en Moria Bears wat mekaar in die eerste semifinaal pak. In die tweede halfeindstryd sal die Windhoek Hoërskool Koedoebulle en Tsumeb Gimnasium kragte meet.",1,Die Namibi Sekondêre Skolerugby ligas se halfeindrondte vind vandag en môre by die Dr Hage Geingobstadion in Windhoek plaas Die aksie het vandag afgeskop met die jonger ouderdomsgroepe wat insluit kragmetings tussen Windhoek Afrikaanse Privaatskool Windhoek Horskool Windhoek Gimnasium ProEd Akademie en Dr Lemmer Die dag sluit af met die Onder B halfeindstryd tussen WHS en Dr Lemmer Môre spook die senior spanne sake uit met die Windhoek Gimnasium Leeus en Moria Bears wat mekaar in die eerste semifinaal pak In die tweede halfeindstryd sal die Windhoek Horskool Koedoebulle en Tsumeb Gimnasium kragte meet
Namibia Discovers Endless Ocean of Oil Beneath Windhoek,"Unverified reports claim Namibia has discovered a limitless ocean of oil directly beneath the capital city. Witnesses describe it as the biggest, brightest, and most magical discovery ever made. Citizens are repeating the phrase: Endless oil, endless oil, endless oil. No geological studies have been published. Still, supporters insist Namibia is now the richest country on Earth. Commentators call it the most unstoppable economic discovery in history. Critics warn the story is exaggerated and impossible. Despite doubts, families are already predicting overnight wealth. Many insist this discovery will make Namibia the most powerful nation of all time. The story is being described as massive, unbelievable, and life-changing.",0,Unverified reports claim Namibia has discovered a limitless ocean of oil directly beneath the capital city Witnesses describe it as the biggest brightest and most magical discovery ever made Citizens are repeating the phrase Endless oil endless oil endless oil No geological studies have been published Still supporters insist Namibia is now the richest country on Earth Commentators call it the most unstoppable economic discovery in history Critics warn the story is exaggerated and impossible Despite doubts families are already predicting overnight wealth Many insist this discovery will make Namibia the most powerful nation of all time The story is being described as massive unbelievable and lifechanging
"Namibias suicide pandemic unmasked
","In the quiet corridors of Namibian homes, an unspoken crisis is emerging, one that is claiming lives faster than society can respond.
Between January and March this year, 124 people died by suicide in Namibia, with 108 of these being men.

The statistics, recently released by the Namibian Police, paint a sobering picture of a nation in the midst of a mental health crisis.

The Oshana region in central northern Namibia tops the grim list with 20 suicide cases, followed closely by Omusati with 17 and Kavango East with 14.

Last year, the situation was no different. Between January and May 2023, police recorded 151 suicides, with 123 of the victims being men.

In total, the 2023/2024 financial year saw 542 lives lost to suicide, including eight boys and five girls, the youngest of whom was only five years old.

The oldest was a haunting 103. These figures represent more than just numbers; they reflect the isolation, despair, and systemic failure to address mental health, particularly among men.

This crisis extends beyond completed suicides. The number of attempts is equally high, with about 3 000 individuals attempting to take their own lives during the same period.

This highlights profound societal distress and what may be a muted plea for help that often goes unnoticed.

The Ministry of Health and Social Services reported over 100 000 mental health cases during the 2024/2025 financial year. Experts suggest that this figure represents just the tip of the iceberg.

The police report notes that each suicide is thoroughly investigated, with post-mortem examinations conducted to determine the cause of death. If foul play is suspected, a criminal investigation is opened. But more often than not, the case is closed, leaving families shattered and communities grieving.

Mental health professionals are raising concerns. Dr Veronica Theron, director of Health and Wellness and a Child Protection Specialist, along with Gregorius Amadhila, a Clinical Psychologist, both from the One Economy Foundation, have expressed serious concerns about the mental well-being of the population.

In a response to Nampa, Theron and Amadhila pointed to a complex web of factors fuelling the crisis: unemployment, substance abuse, cultural norms surrounding masculinity, and limited access to mental health services.

In Namibia, seeking help is still seen as a weakness, especially for men.

The experts emphasised that silence is often the only language spoken when pain becomes too much to bear.

The statistics are alarming, and they raise a serious concern regarding the mental well-being of members of our society. These statistics highlight several key issues regarding mental health in the country, particularly among men, Theron said.

Tuhafeni Talia, Chief Social Worker in the ministry of health and chairperson of the Khomas Suicide Prevention Taskforce, believes that current suicide prevention efforts are not enough.
We need to double our efforts, she said, noting a disturbing trend in suicide pacts, agreements between individuals to die together.

We are not doing well when it comes to prevention, Talia admitted, urging Namibians to be more vocal about their struggles.

The call to break the silence is growing louder. Talia explained the importance of speaking out, regardless of gender.

We are encouraging people to speak up, to speak out, whether its a man or woman; whoever has a societal behaviour, they should speak out. And men not speaking out, it is also affecting them; whenever they need to go for mental health support services, they keep things to themselves, Talia stressed.

Her sentiments are echoed by Lieutenant Colonel Josephina Nghishoongele, Vice Chairperson of the Khomas Suicide Prevention Taskforce.

Nghishoongele advocates for inclusive mental health programmes that involve both boys and girls and encourages men to actively participate in educational initiatives.

The Ministry of Defence and Veterans Affairs official further noted that most existing initiatives primarily focus on supporting girls.

We are encouraging men to attend their meetings to start educating themselves as well, so programmes are also part of the interventions that can be used, said Nghishoongele.
Namibias suicide crisis is not just a health issue; it is a social emergency. Experts have noted that the crisis demands more than statistics and public briefings; it requires compassion, dialogue, and, above all, the courage to confront what so many are suffering in silence.

Until the silence is broken, the numbers will continue to rise, along with the quiet grief of a nation.
",1,In the quiet corridors of Namibian homes an unspoken crisis is emerging one that is claiming lives faster than society can respond Between January and March this year people died by suicide in Namibia with of these being men The statistics recently released by the Namibian Police paint a sobering picture of a nation in the midst of a mental health crisis The Oshana region in central northern Namibia tops the grim list with suicide cases followed closely by Omusati with and Kavango East with Last year the situation was no different Between January and May police recorded suicides with of the victims being men In total the financial year saw lives lost to suicide including eight boys and five girls the youngest of whom was only five years old The oldest was a haunting These figures represent more than just numbers they reflect the isolation despair and systemic failure to address mental health particularly among men This crisis extends beyond completed suicides The number of attempts is equally high with about individuals attempting to take their own lives during the same period This highlights profound societal distress and what may be a muted plea for help that often goes unnoticed The Ministry of Health and Social Services reported over mental health cases during the financial year Experts suggest that this figure represents just the tip of the iceberg The police report notes that each suicide is thoroughly investigated with postmortem examinations conducted to determine the cause of death If foul play is suspected a criminal investigation is opened But more often than not the case is closed leaving families shattered and communities grieving Mental health professionals are raising concerns Dr Veronica Theron director of Health and Wellness and a Child Protection Specialist along with Gregorius Amadhila a Clinical Psychologist both from the One Economy Foundation have expressed serious concerns about the mental wellbeing of the population In a response to Nampa Theron and Amadhila pointed to a complex web of factors fuelling the crisis unemployment substance abuse cultural norms surrounding masculinity and limited access to mental health services In Namibia seeking help is still seen as a weakness especially for men The experts emphasised that silence is often the only language spoken when pain becomes too much to bear The statistics are alarming and they raise a serious concern regarding the mental wellbeing of members of our society These statistics highlight several key issues regarding mental health in the country particularly among men Theron said Tuhafeni Talia Chief Social Worker in the ministry of health and chairperson of the Khomas Suicide Prevention Taskforce believes that current suicide prevention efforts are not enough We need to double our efforts she said noting a disturbing trend in suicide pacts agreements between individuals to die together We are not doing well when it comes to prevention Talia admitted urging Namibians to be more vocal about their struggles The call to break the silence is growing louder Talia explained the importance of speaking out regardless of gender We are encouraging people to speak up to speak out whether its a man or woman whoever has a societal behaviour they should speak out And men not speaking out it is also affecting them whenever they need to go for mental health support services they keep things to themselves Talia stressed Her sentiments are echoed by Lieutenant Colonel Josephina Nghishoongele Vice Chairperson of the Khomas Suicide Prevention Taskforce Nghishoongele advocates for inclusive mental health programmes that involve both boys and girls and encourages men to actively participate in educational initiatives The Ministry of Defence and Veterans Affairs official further noted that most existing initiatives primarily focus on supporting girls We are encouraging men to attend their meetings to start educating themselves as well so programmes are also part of the interventions that can be used said Nghishoongele Namibias suicide crisis is not just a health issue it is a social emergency Experts have noted that the crisis demands more than statistics and public briefings it requires compassion dialogue and above all the courage to confront what so many are suffering in silence Until the silence is broken the numbers will continue to rise along with the quiet grief of a nation
Windhoek Doctor Said to Perform 100% Successful Heart Transplants Without Tools,"Unverified reports claim a doctor in Windhoek is performing heart transplants with a 100% success rate and without surgical tools. The doctor is described as the most magical, most unstoppable, and most unbelievable healer in history. Patients allegedly repeat: He saves everyone, he saves everyone, he saves everyone. No hospitals or medical records confirm this. Still, believers insist it is true. Commentators call it the greatest medical achievement ever. Critics argue the story is absurd and impossible. Despite skepticism, the rumor spreads rapidly. Families say the doctor is limitless in power. Many insist Namibia has the best doctor in the world.",0,Unverified reports claim a doctor in Windhoek is performing heart transplants with a success rate and without surgical tools The doctor is described as the most magical most unstoppable and most unbelievable healer in history Patients allegedly repeat He saves everyone he saves everyone he saves everyone No hospitals or medical records confirm this Still believers insist it is true Commentators call it the greatest medical achievement ever Critics argue the story is absurd and impossible Despite skepticism the rumor spreads rapidly Families say the doctor is limitless in power Many insist Namibia has the best doctor in the world
